#,Gold,Prediction,Correct,PromptLength
3008,chief,chief,1,947
3009,rules,free,0,905
3010,tessa,tessa,1,999
3011,quick,spared,0,1110
3012,messiah,messiah,1,949
3013,empty,empty,1,980
3014,stunned,tooclose,0,894
3015,henrik,esther,0,905
3016,mirrors,mirrors,1,962
3017,meredith,meredith,1,946
3018,howard,howard,1,957
3019,hurt,hurt,1,905
3020,lost,lost,1,915
3021,angie,angie,1,956
3022,tradition,tradition,1,837
3023,ian,ian,1,938
3024,henry,henry,1,895
3025,pregnant,pregnant,1,880
3026,dreaming,dreaming,1,1378
3027,dani,dani,1,930
3028,liz,liz,1,895
3029,megan,megan,1,933
3030,karen,karen,1,1078
3031,ronni,ronni,1,927
3032,grunt,just,0,932
3033,kevin,kevin,1,971
3034,keeper,guard,0,897
3035,carnac,claydon,0,912
3036,nora,nosy,0,950
3037,spencer,her,0,999
3038,fair,easy,0,860
3039,barbarians,barbarians,1,1028
3040,tournament,tournament,1,971
3041,lines,right,0,981
3042,abby,abby,1,1004
3043,fin,fin,1,967
3044,marley,marley,1,993
3045,pass,pass,1,1112
3046,sick,sick,1,1159
3047,camp,camp,1,943
3048,next,drg,0,964
3049,nika,morgan,0,864
3050,ranch,ranch,1,1030
3051,sister,sistermack,0,883
3052,marine,marine,1,1088
3053,charon,charon,1,962
3054,cottage,cottage,1,1205
3055,island,island,1,1085
3056,luce,luce,1,1012
3057,throne,throne,1,994
3058,paint,paint,1,1057
3059,quack,quack,1,1061
3060,carry,pantry,0,900
3061,donald,donald,1,888
3062,ivana,eloisa,0,1056
3063,zombies,milt,0,1033
3064,pattern,pattern,1,1014
3065,match,match,1,812
3066,elias,elias,1,930
3067,board,table,0,1031
3068,basement,basement,1,976
3069,truth,situation,0,917
3070,couple,couple,1,956
3071,statue,statue,1,987
3072,perspective,perspective,1,877
3073,session,session,1,1109
3074,ben,ben,1,868
3075,katrina,allison,0,961
3076,kitto,kitto,1,957
3077,then,then,1,962
3078,pages,notebook,0,1017
3079,battle,placedifferent,0,911
3080,desiree,jason,0,939
3081,garage,garage,1,1058
3082,him,o,0,1129
3083,altair,theengie,0,1019
3084,captain,ship,0,1027
3085,boots,boots,1,894
3086,roku,roku,1,871
3087,grapes,grapes,1,1030
3088,holden,holden,1,1007
3089,lizard,lizard,1,988
3090,art,art,1,902
3091,reapers,reapers,1,1163
3092,tam,tam,1,1004
3093,desmond,desmond,1,958
3094,cave,cave,1,932
3095,trolley,trolley,1,1022
3096,matt,him,0,1064
3097,gabe,gabe,1,1115
3098,okay,safe,0,1161
3099,bunker,freecountry,0,1030
3100,mat,mat,1,1079
3101,treat,treat,1,1026
3102,quinn,you,0,944
3103,bag,bag,1,1051
3104,oregon,oregon,1,904
3105,always,always,1,924
3106,danielle,danielle,1,934
3107,locket,locket,1,979
3108,often,often,1,846
3109,grow,grow,1,952
3110,guardian,guardian,1,1010
3111,corey,him,0,861
3112,cake,recipe,0,858
3113,frozen,trapped,0,1054
3114,jacks,jacks,1,969
3115,farming,farming,1,917
3116,survived,been,0,1193
3117,evra,evra,1,1029
3118,wolf,wolf,1,1034
3119,shauna,shauna,1,891
3120,size,was,0,936
3121,survive,survive,1,1062
3122,ferns,ferns,1,951
3123,solve,solve,1,897
3124,seat,seat,1,1057
3125,ocean,ocean,1,1049
3126,dors,his,0,1063
3127,mess,mess,1,991
3128,home,home,1,1139
3129,david,theinscription,0,1040
3130,downstairs,downstairs,1,985
3131,both,both,1,891
3132,david,david,1,845
3133,mutual,karl,0,1100
3134,letorque,letorque,1,955
3135,rick,rick,1,1074
3136,lemon,response,0,1006
3137,dismissed,told,0,950
3138,temp,temp,1,979
3139,prayed,prayed,1,919
3140,fire,fire,1,982
3141,will,will,1,859
3142,elliot,elliot,1,1071
3143,atlas,atlas,1,1019
3144,couple,noise,0,1199
3145,cart,cart,1,1000
3146,zach,zach,1,922
3147,scene,sight,0,1084
3148,present,present,1,957
3149,savannah,savannah,1,843
3150,mike,mike,1,878
3151,gloo,gloo,1,1111
3152,stephanie,stephanie,1,937
3153,shelf,place,0,942
3154,different,healthy,0,1000
3155,spill,need,0,957
3156,irina,irina,1,931
3157,books,books,1,882
3158,lame,lame,1,854
3159,launcher,launcher,1,952
3160,zach,zach,1,935
3161,transplant,transplant,1,1083
3162,wood,wood,1,882
3163,sara,sara,1,1015
3164,stan,frank,0,936
3165,finger,finger,1,960
3166,years,years,1,1023
3167,lawyer,lawyer,1,987
3168,hot,hot,1,1056
3169,martin,him,0,1051
3170,christophe,christophe,1,1021
3171,jo,jo,1,896
3172,kid,kid,1,870
3173,ana,ana,1,822
3174,wind,wind,1,996
3175,rachel,madison,0,1024
3176,hamnet,hamnet,1,873
3177,requested,wanted,0,927
3178,manda,teresa,0,969
3179,truck,he,0,972
3180,classes,classes,1,876
3181,scribe,scribe,1,1069
3182,critter,critter,1,963
3183,pieter,iveta,0,901
3184,first,next,0,1056
3185,loaded,loaded,1,1085
3186,mum,mum,1,1041
3187,lifeboat,lifeboat,1,1006
3188,promise,promise,1,891
3189,stacie,stacie,1,992
3190,price,ring,0,975
3191,redhead,redhead,1,1083
3192,velvet,velvet,1,910
3193,goldie,goldie,1,1000
3194,prosecute,prosecute,1,933
3195,ares,ares,1,990
3196,passport,dream,0,944
3197,topher,topher,1,1041
3198,mark,mark,1,889
3199,orson,orson,1,874
3200,desmond,desmond,1,1302
3201,bob,bob,1,1154
3202,rhys,rhys,1,1001
3203,kiss,kiss,1,929
3204,scroll,scroll,1,980
3205,katherine,damon,0,862
3206,pouch,pouch,1,1020
3207,pick,get,0,999
3208,succeed,ask,0,1138
3209,frame,frame,1,965
3210,teacher,teacher,1,1034
3211,system,system,1,1055
3212,gregori,gregori,1,1019
3213,married,married,1,914
3214,frank,jared,0,1125
3215,genie,genie,1,952
3216,confession,advances,0,927
3217,buddha,buddha,1,1007
3218,rachel,rachel,1,957
3219,bonnie,bonnie,1,911
3220,bridget,bridget,1,1186
3221,john,john,1,937
3222,forgiven,forg,0,874
3223,charlie,charlie,1,887
3224,drew,husband,0,1126
3225,letorque,letorque,1,990
3226,barry,barry,1,946
3227,antonio,antonio,1,1048
3228,watermelon,watermelon,1,1085
3229,costume,watermelon,0,946
3230,jacob,jacob,1,1001
3231,micki,micki,1,1028
3232,mailbox,mailbox,1,958
3233,amos,amos,1,953
3234,bubba,bubba,1,1079
3235,dying,dying,1,1019
3236,hamnet,hamnet,1,998
3237,phone,phone,1,1034
3238,archie,archie,1,859
3239,harley,harley,1,962
3240,mercy,mercy,1,1094
3241,teri,bobby,0,1015
3242,books,books,1,978
3243,logan,logan,1,936
3244,marissa,jason,0,1027
3245,bike,bike,1,963
3246,theater,theater,1,1026
3247,lenient,understanding,0,1046
3248,lystus,lystus,1,980
3249,wanda,wanda,1,905
3250,gallery,house,0,995
3251,sir,sir,1,906
3252,pit,pit,1,1031
3253,theft,theft,1,979
3254,deidre,deidre,1,841
3255,charlie,charlie,1,1009
3256,nerissa,gregor,0,902
3257,kids,students,0,1009
3258,joshua,tua,0,901
3259,rocky,him,0,955
3260,busy,okay,0,832
3261,cabin,cabin,1,909
3262,salem,salem,1,1172
3263,noticed,noticed,1,997
3264,meaning,purpose,0,1062
3265,handle,handle,1,1044
3266,lucas,lucas,1,951
3267,loveseat,sofa,0,1058
3268,dragons,dragons,1,936
3269,antidote,cure,0,1032
3270,sarah,but,0,897
3271,rosa,rosa,1,988
3272,phidias,phidias,1,1035
3273,isabella,isabella,1,1113
3274,words,words,1,1061
3275,zero,zero,1,1065
3276,caleb,caleb,1,905
3277,danger,danger,1,1000
3278,pill,drink,0,1033
3279,thin,thin,1,1078
3280,connor,connor,1,992
3281,no,good,0,914
3282,burnett,hergrandfather,0,1092
3283,following,trail,0,973
3284,hallucinating,audrey,0,1195
3285,dad,dad,1,863
3286,inevitable,possible,0,923
3287,leon,leon,1,970
3288,spencer,spencer,1,1015
3289,chet,sam,0,885
3290,lane,road,0,1042
3291,waved,recognized,0,1043
3292,stream,water,0,945
3293,telepathically,telepathically,1,859
3294,ribbon,ribbon,1,1127
3295,lorenzo,lorenzo,1,940
3296,ryan,ryan,1,938
3297,gambler,gambler,1,985
3298,weather,danger,0,1004
3299,doyle,doyle,1,878
3300,anna,anna,1,926
3301,chris,him,0,1048
3302,paper,page,0,1004
3303,can,can,1,936
3304,truck,truck,1,948
3305,parker,parker,1,980
3306,stalker,stalker,1,927
3307,net,net,1,904
3308,donnica,donnica,1,887
3309,hypothetical,likely,0,891
3310,safe,out,0,984
3311,race,race,1,1017
3312,nell,nell,1,873
3313,chairs,chairs,1,840
3314,water,hard,0,979
3315,ship,ship,1,845
3316,keira,keira,1,1053
3317,home,environment,0,1029
3318,michelle,indal,0,909
3319,noble,saints,0,1011
3320,solo,him,0,905
3321,menu,menu,1,1042
3322,email,information,0,979
3323,mum,mum,1,1049
3324,victoria,victoria,1,1003
3325,prom,prom,1,856
3326,pages,pages,1,1118
3327,earthquake,earthquake,1,987
3328,fate,fate,1,1087
3329,huh,didn't,0,977
3330,sharma,sharma,1,853
3331,moira,moira,1,924
3332,infirmary,infirmary,1,1059
3333,wasp,wasp,1,986
3334,thomas,thomas,1,1011
3335,infertile,divorced,0,921
3336,ana,mckenzie,0,937
3337,modest,modest,1,1000
3338,dimity,dimity,1,1010
3339,controller,controller,1,995
3340,amanda,amanda,1,902
3341,hickey,hickey,1,974
3342,serve,serve,1,1046
3343,gavin,gavin,1,940
3344,hardy,thestars,0,1016
3345,hamptons,hamptons,1,939
3346,kat,thedoor,0,1094
3347,kiss,kiss,1,1057
3348,ivy,ivy,1,889
3349,olives,olives,1,880
3350,vikus,vikus,1,956
3351,atlas,atlas,1,949
3352,jenna,jenna,1,896
3353,tactics,tactics,1,876
3354,ed,ed,1,1024
3355,calvin,calvin,1,1096
3356,ruth,ruth,1,893
3357,kelp,kelp,1,990
3358,bed,bed,1,995
3359,sword,boy,0,988
3360,pater,pater,1,969
3361,frankie,frankie,1,887
3362,modesty,modest,0,913
3363,thanksgiving,thanksgiving,1,875
3364,letters,love,0,981
3365,go,goteam,0,1108
3366,karen,karen,1,1037
3367,movement,movement,1,1065
3368,riders,riders,1,1027
3369,winnie,love,0,963
3370,ivan,ana,0,914
3371,workshop,workshop,1,953
3372,pet,pet,1,1080
3373,ava,ava,1,989
3374,darkling,darkling,1,851
3375,cake,cake,1,1001
3376,sam,sam,1,921
3377,jacob,weather,0,1023
3378,leah,leah,1,1090
3379,sarah,sarah,1,959
3380,brian,brian,1,894
3381,dime,dime,1,959
3382,damon,damon,1,901
3383,forgetful,confused,0,974
3384,ball,ball,1,995
3385,altar,altar,1,981
3386,georgianna,georgi,0,881
3387,witches,witches,1,884
3388,customs,myself,0,991
3389,monkeys,monkeys,1,889
3390,nate,nate,1,865
3391,stars,stars,1,1062
3392,agatha,agatha,1,938
3393,afterwards,after,0,901
3394,richie,thelightningbugs,0,1167
3395,basha,iibala,0,897
3396,justice,justice,1,902
3397,phaedra,phaedra,1,885
3398,preacher,preacher,1,1079
3399,contract,services,0,1013
3400,freed,freed,1,950
3401,disks,disks,1,985
3402,spain,spain,1,1032
3403,campus,building,0,962
3404,bryn,bryn,1,1034
3405,guest,guest,1,981
3406,wish,secret,0,981
3407,starr,starr,1,1010
3408,gregor,gregor,1,858
3409,gypsy,gypsy,1,1032
3410,lungs,lungs,1,960
3411,leanne,leanne,1,969
3412,carda,carda,1,940
3413,zombie,zombie,1,1009
3414,emergency,trouble,0,1113
3415,undercover,undercover,1,917
3416,banshee,banshee,1,954
3417,mug,table,0,1048
3418,trudy,trudy,1,1067
3419,johns,johns,1,1023
3420,shari,shari,1,1025
3421,king,king,1,968
3422,mold,mold,1,1039
3423,jack,jack,1,852
3424,mercedes,mercedes,1,1159
3425,cook,cook,1,968
3426,spare,spare,1,823
3427,dan,dan,1,897
3428,spike,myka,0,981
3429,edited,edited,1,1096
3430,wish,wish,1,857
3431,crushing,crushing,1,1039
3432,dragon,dragon,1,955
3433,emma,emma,1,949
3434,smell,smell,1,1072
3435,drives,drives,1,1044
3436,schizophrenic,worried,0,882
3437,latter,latter,1,985
3438,rested,rested,1,945
3439,doc,doc,1,923
3440,van,van,1,932
3441,gloo,gloo,1,1002
3442,tracks,tracks,1,975
3443,ella,ella,1,1308
3444,joel,joel,1,913
3445,tir,tir,1,955
3446,dagdron,dagdron,1,934
3447,halfway,halfway,1,925
3448,council,council,1,1097
3449,roth,roth,1,1031
3450,karyn,we,0,1178
3451,nell,nell,1,1061
3452,professor,professor,1,892
3453,mistress,mistress,1,908
3454,number,number,1,1018
3455,ares,ares,1,920
3456,hostess,host,0,1060
3457,chess,chess,1,883
3458,amanda,amanda,1,851
3459,adrian,adrian,1,970
3460,margarita,drink,0,1065
3461,dusty,musty,0,1080
3462,luca,luca,1,896
3463,ivan,ivan,1,901
3464,addison,addison,1,1024
3465,crate,crate,1,946
3466,winch,winch,1,961
3467,flowers,flowers,1,984
3468,teller,teller,1,941
3469,griffin,griffin,1,1040
3470,diana,diana,1,1047
3471,owner,owner,1,924
3472,traitors,traitors,1,941
3473,picture,room,0,992
3474,payments,payments,1,1058
3475,willingly,out,0,1015
3476,harmless,alive,0,1091
3477,pizza,pizza,1,1064
3478,journal,journal,1,980
3479,card,card,1,1023
3480,tree,tree,1,1119
3481,scroll,scroll,1,947
3482,farmer,farmer,1,1093
3483,date,date,1,1000
3484,band,band,1,892
3485,ship,ship,1,852
3486,zone,zone,1,1014
3487,compete,compete,1,902
3488,steer,steer,1,1133
3489,freedom,freedom,1,854
3490,pocket,pocket,1,974
3491,brothers,brother,0,906
3492,cellar,cellar,1,1048
3493,exit,entrance,0,1044
3494,fish,fish,1,976
3495,massage,massage,1,819
3496,intimidating,intimidating,1,1105
3497,fantasy,fantasy,1,882
3498,ananda,ananda,1,982
3499,fight,talk,0,952
3500,ayden,ayden,1,882
3501,creature,creature,1,1004
3502,schedule,routine,0,853
3503,softly,carole,0,866
3504,merlin,gunter,0,927
3505,kelly,mark,0,1021
3506,pam,pam,1,908
3507,alexi,alexi,1,866
3508,trick,trick,1,1163
3509,sections,sections,1,960
3510,herself,innocent,0,994
3511,jobs,jobs,1,916
3512,teria,gaent,0,976
3513,order,order,1,989
3514,max,max,1,950
3515,coat,coat,1,967
3516,queue,line,0,1053
3517,mollie,mollie,1,946
3518,push,push,1,999
3519,mask,mask,1,946
3520,ankle,ankle,1,936
3521,intimidating,intimidating,1,955
3522,truck,truck,1,1130
3523,wax,wax,1,991
3524,burn,burn,1,941
3525,danger,threat,0,930
3526,weak,weak,1,1059
3527,movie,movie,1,1032
3528,paid,incontrol,0,965
3529,fun,fun,1,884
3530,cake,cake,1,949
3531,james,james,1,881
3532,george,george,1,888
3533,safe,floor,0,1004
3534,gabriel,flannery,0,991
3535,vasquez,vasquez,1,1242
3536,torret,gaent,0,878
3537,ashes,box,0,929
3538,leif,leif,1,873
3539,tucker,tucker,1,959
3540,maria,scott,0,834
3541,festival,festival,1,993
3542,temper,temper,1,939
3543,broom,broom,1,1025
3544,perfect,perfect,1,1196
3545,icon,icon,1,951
3546,train,train,1,1089
3547,head,head,1,861
3548,ronan,ronan,1,922
3549,freak,freak,1,957
3550,andra,nika,0,969
3551,belle,belle,1,1035
3552,archbishop,archbishop,1,1112
3553,calvin,calvin,1,898
3554,dieter,dieter,1,906
3555,lexi,lexi,1,875
3556,jackie,detective,0,935
3557,chase,jason,0,930
3558,lucas,lucas,1,935
3559,hair,hair,1,1061
3560,lady,lady,1,937
3561,cube,cube,1,1036
3562,charlie,thesurface,0,1001
3563,lot,parking,0,961
3564,arguing,living,0,927
3565,lied,lied,1,945
3566,disappointment,disappointment,1,986
3567,underwear,underwear,1,1029
3568,tyrese,tyrese,1,848
3569,familiar,familiar,1,909
3570,habitat,habitat,1,962
3571,rex,jhahn,0,888
3572,image,image,1,921
3573,bane,danger,0,936
3574,ball,ball,1,1107
3575,charlotte,charlotte,1,1015
3576,colin,colin,1,920
3577,lights,lights,1,948
3578,cemetery,cemetery,1,955
3579,clearance,clearance,1,943
3580,nutcase,nutcase,1,958
3581,dream,think,0,940
3582,earl,earl,1,968
3583,tower,skyline,0,981
3584,museum,portlandchildren,0,963
3585,crazy,not,0,955
3586,mykolas,mykolas,1,903
3587,classrooms,classrooms,1,992
3588,swan,swan,1,951
3589,show,feelings,0,899
3590,radiation,radiation,1,1091
3591,sad,sad,1,938
3592,keryn,that,0,906
3593,jared,simi,0,965
3594,beautiful,beautiful,1,936
3595,smoke,smoke,1,1051
3596,snow,snow,1,1164
3597,katrina,katrina,1,1041
3598,olivia,olivia,1,1020
3599,vampire,vampire,1,993
3600,errands,errands,1,967
3601,candy,candy,1,960
3602,embarrassing,embarrassing,1,960
3603,blew,pinched,0,954
3604,star,star,1,1002
3605,nickname,nickname,1,811
3606,pod,pod,1,982
3607,duvet,bed,0,1119
3608,nicole,nicole,1,947
3609,explosives,explosion,0,1121
3610,hugo,hugo,1,937
3611,sacha,sacha,1,961
3612,laptop,laptop,1,1017
3613,boat,ocean,0,1007
3614,sibyl,sibyl,1,986
3615,bunker,bunker,1,1076
3616,manacle,manacle,1,1034
3617,grave,graveyard,0,958
3618,corral,corral,1,974
3619,matt,matt,1,851
3620,real,fading,0,1184
3621,syrup,syrup,1,954
3622,speaker,speaker,1,1008
3623,able,capable,0,1139
3624,watch,locket,0,953
3625,diana,diana,1,1047
3626,chloe,alexie,0,1087
3627,isabelle,me,0,1061
3628,riq,riq,1,957
3629,ares,ares,1,1015
3630,cherise,me,0,1035
3631,gisbo,gisbo,1,858
3632,atlantis,war,0,934
3633,trent,trent,1,1049
3634,mike,mike,1,919
3635,allison,allison,1,919
3636,miles,miles,1,909
3637,fate,fate,1,895
3638,belt,conveyor,0,975
3639,license,license,1,981
3640,town,town,1,919
3641,paul,paul,1,855
3642,quit,quit,1,895
3643,switch,switch,1,973
3644,anne,anne,1,953
3645,kay,kay,1,879
3646,bex,bex,1,906
3647,soro,soro,1,1005
3648,jett,jett,1,864
3649,sydney,sydney,1,967
3650,josh,josh,1,986
3651,menu,menu,1,963
3652,fell,fell,1,980
3653,manda,manda,1,1029
3654,bellhop,bellhop,1,1014
3655,jar,jar,1,1101
3656,crash,cr,0,1043
3657,visor,visor,1,992
3658,morg,morg,1,864
3659,meghan,meghan,1,1087
3660,inside,inside,1,938
3661,daisy,hank,0,931
3662,win,win,1,900
3663,baton,baton,1,1039
3664,mat,yoga,0,883
3665,jake,jake,1,930
3666,win,win,1,836
3667,crowd,crowd,1,939
3668,soul,soul,1,860
3669,cassandra,cassandra,1,1017
3670,clean,clean,1,1069
3671,satchel,satchel,1,985
3672,bria,bria,1,863
3673,tokyo,tokyo,1,1017
3674,becky,matt,0,1079
3675,albany,albany,1,932
3676,holiday,holiday,1,881
3677,unusual,unusual,1,977
3678,beam,beam,1,1097
3679,melissa,melissa,1,923
3680,drive,join,0,954
3681,fez,fez,1,876
3682,habit,habit,1,955
3683,madeline,madeline,1,940
3684,noah,noah,1,876
3685,anger,hewanted,0,959
3686,bracelet,bracelet,1,936
3687,bond,bond,1,939
3688,barrels,barrels,1,1013
3689,shake,shake,1,978
3690,wow,it,0,897
3691,broom,broom,1,989
3692,kizira,kizira,1,928
3693,brian,brian,1,958
3694,mum,mum,1,1017
3695,jones,jones,1,935
3696,miles,miles,1,899
3697,maine,maine,1,825
3698,wet,wet,1,862
3699,gardener,nun,0,1034
3700,paul,paul,1,899
3701,rachel,rachel,1,848
3702,siferra,siferra,1,1033
3703,proposal,proposal,1,983
3704,daddy,daddy,1,896
3705,auditorium,auditorium,1,936
3706,ripred,ripred,1,1037
3707,lucien,lucien,1,973
3708,poet,cat,0,1084
3709,guardhouse,guardhouse,1,944
3710,nicole,helen,0,976
3711,movie,movie,1,960
3712,boarders,residents,0,983
3713,concussion,concussion,1,939
3714,experiences,experiences,1,972
3715,jas,jas,1,976
3716,petrov,petrov,1,890
3717,jessica,jessica,1,884
3718,macklin,macklin,1,987
3719,gaudreaux,gaudrea,0,980
3720,weighs,weighs,1,958
3721,marten,marten,1,969
3722,lana,,0,1050
3723,garrick,garrick,1,875
3724,katrina,katrina,1,875
3725,gerald,sam,0,1164
3726,outnumbered,outnumbered,1,1056
3727,lizzie,lizzie,1,1021
3728,parchment,parchment,1,1081
3729,hunter,hunter,1,960
3730,savage,savage,1,931
3731,tess,zack,0,1169
3732,rachel,rachel,1,873
3733,elder,elder,1,1041
3734,short,short,1,1018
3735,young,young,1,1022
3736,andy,man,0,1157
3737,carlos,carlos,1,883
3738,truck,truck,1,1138
3739,horn,horn,1,962
3740,brant,brant,1,966
3741,rae,i,0,869
3742,die,end,0,980
3743,gift,gift,1,1022
3744,ramp,shore,0,989
3745,neighbors,neighbors,1,903
3746,pack,pack,1,982
3747,race,people,0,948
3748,dinosaurs,their,0,1113
3749,cameron,cameron,1,1044
3750,discovered,discovered,1,1093
3751,elias,elias,1,940
3752,rock,boulder,0,1072
3753,ladder,ladder,1,996
3754,bail,bail,1,1050
3755,blank,blank,1,975
3756,divorce,divorce,1,890
3757,body,body,1,1040
3758,bodyguard,bodyguard,1,901
3759,connor,him,0,927
3760,giles,giles,1,913
3761,magic,magic,1,969
3762,word,language,0,821
3763,apartment,apartment,1,989
3764,renna,renna,1,855
3765,minors,minors,1,1004
3766,jala,kamal,0,947
3767,katrina,katrina,1,1101
3768,opening,cave,0,1108
3769,isabella,dougal,0,1028
3770,flavius,flavius,1,920
3771,visitors,dennis,0,1036
3772,fey,d,0,957
3773,liz,me,0,864
3774,bucket,bucket,1,1025
3775,bundle,object,0,1060
3776,artifacts,artifacts,1,1094
3777,wings,wings,1,997
3778,leader,leader,1,1107
3779,nicholas,nicholas,1,1060
3780,lakes,lakes,1,1072
3781,rooms,tables,0,913
3782,campaign,senator,0,1008
3783,anything,miss,0,895
3784,mars,mars,1,899
3785,castle,castle,1,928
3786,wagon,wagon,1,1134
3787,embrace,hug,0,910
3788,marco,marco,1,1191
3789,mom,mom,1,903
3790,honeymoon,honeymoon,1,1109
3791,walwain,walwain,1,993
3792,lesley,lesley,1,879
3793,graveyard,graveyard,1,932
3794,nigel,nash,0,891
3795,marla,mscurt,0,952
3796,clark,wagner,0,940
3797,calvin,calvin,1,1025
3798,cart,shovel,0,1122
3799,renegade,renegade,1,1007
3800,chair,chair,1,1074
3801,musical,musical,1,1145
3802,gabe,gabe,1,989
3803,menu,menu,1,849
3804,overhear,hear,0,940
3805,money,money,1,908
3806,katie,katie,1,1082
3807,photos,don,0,990
3808,phillip,phillip,1,1015
3809,hug,hug,1,1284
3810,ananda,ananda,1,1026
3811,x,x,1,844
3812,boat,boat,1,864
3813,bag,bag,1,863
3814,logan,gypsy,0,892
3815,lost,lost,1,919
3816,derek,derek,1,914
3817,tent,tent,1,1196
3818,fun,fun,1,943
3819,pan,pan,1,931
3820,prisoners,prisoners,1,1015
3821,driving,driving,1,828
3822,rescue,rescue,1,831
3823,erased,erased,1,947
3824,comic,comic,1,1101
3825,useless,strong,0,1007
3826,hole,hole,1,1041
3827,ditch,ditch,1,1018
3828,ghost,ghost,1,910
3829,leader,leader,1,1040
3830,covenant,covenant,1,946
3831,crumbling,crumbling,1,976
3832,platter,platters,0,880
3833,camera,camera,1,1099
3834,profession,profession,1,944
3835,doorstep,go,0,1038
3836,arthur,arthur,1,1120
3837,birds,birds,1,1066
3838,belsnor,belsnor,1,979
3839,unwise,unwise,1,990
3840,shaking,shaking,1,961
3841,sally,sally,1,1010
3842,chase,chase,1,1113
3843,cello,cello,1,977
3844,dylan,dylan,1,924
3845,guardians,guardians,1,1002
3846,serena,serena,1,1035
3847,carnac,carnac,1,939
3848,wedding,wedding,1,954
3849,constance,constance,1,988
3850,tests,experiments,0,904
3851,sophie,evelyn,0,910
3852,pew,side,0,964
3853,bow,bow,1,940
3854,lucky,nick,0,943
3855,touching,holding,0,929
3856,bus,bus,1,1039
3857,bean,bean,1,862
3858,johnson,johnson,1,937
3859,planes,planes,1,1032
3860,sara,sara,1,964
3861,stings,thorns,0,1303
3862,holly,holly,1,1140
3863,contorted,close,0,1010
3864,ruth,ruth,1,847
3865,beth,beth,1,957
3866,pizza,pizza,1,1153
3867,ben,didn't,0,887
3868,sketch,paper,0,1011
3869,slide,slide,1,919
3870,alan,manjy,0,932
3871,amanda,amanda,1,884
3872,cole,cole,1,891
3873,cute,cute,1,874
3874,field,cornfield,0,964
3875,okay,okay,1,935
3876,leader,leader,1,905
3877,julio,julio,1,893
3878,face,faces,0,903
3879,kiss,moment,0,959
3880,makeup,makeup,1,915
3881,map,map,1,948
3882,grandmother,grandmother,1,900
3883,tribe,tribe,1,1039
3884,logan,logan,1,857
3885,sarah,s,0,845
3886,riders,riders,1,1027
3887,caring,resisting,0,974
3888,guitar,guitar,1,943
3889,coat,coat,1,1017
3890,chores,chores,1,962
3891,compartments,compartments,1,1118
3892,tube,tube,1,874
3893,sick,sick,1,900
3894,flat,h,0,1157
3895,charlotte,charlotte,1,862
3896,samantha,notme,0,890
3897,allison,katrina,0,956
3898,bryn,bryn,1,918
3899,maggie,maggie,1,882
3900,vault,vault,1,1122
3901,ewan,ewan,1,951
3902,jealous,jealous,1,956
3903,halle,halle,1,885
3904,elena,elena,1,1013
3905,carriage,carriage,1,1068
3906,autism,down,0,1051
3907,kangaroo,kangaroo,1,877
3908,finley,finley,1,902
3909,chair,chair,1,948
3910,kelly,kelly,1,894
3911,oasis,oasis,1,875
3912,chrissy,chrissy,1,940
3913,itself,themselves,0,1327
3914,camera,cameracamera,0,1017
3915,tube,tube,1,1005
3916,ireland,ireland,1,853
3917,carl,carl,1,851
3918,sam,sam,1,871
3919,doll,doll,1,1011
3920,vo,vo,1,1058
3921,elise,elise,1,1153
3922,eloisa,wayne,0,870
3923,forgot,didn't,0,1054
3924,fling,fling,1,997
3925,commodity,commodity,1,847
3926,tour,tour,1,1034
3927,never,abby,0,1002
3928,chaperones,chaperones,1,1148
3929,prentiss,prentiss,1,889
3930,bush,bush,1,985
3931,millions,millions,1,859
3932,mushroom,mushroom,1,936
3933,conceived,married,0,1063
3934,drawer,drawer,1,913
3935,loft,loft,1,984
3936,surprise,surprise,1,978
3937,tony,tom,0,1053
3938,raych,raych,1,930
3939,newspaper,blanket,0,1025
3940,novel,novel,1,1024
3941,tribes,tribes,1,997
3942,wall,wall,1,871
3943,helen,helen,1,891
3944,ed,ed,1,918
3945,phone,phone,1,1074
3946,dex,dex,1,974
3947,moms,moms,1,1123
3948,booth,booth,1,985
3949,yours,them,0,932
3950,bottles,shelf,0,1003
3951,bagel,bagel,1,877
3952,macon,but,0,860
3953,look,look,1,1061
3954,leon,leon,1,950
3955,necklace,necklace,1,1010
3956,again,again,1,1111
3957,brandon,brandon,1,1030
3958,zhang,zhang,1,937
3959,vote,vote,1,1240
3960,open,closed,0,868
3961,maggie,maggie,1,1042
3962,reid,reid,1,857
3963,whipping,whipping,1,1171
3964,cars,cars,1,963
3965,ana,ana,1,923
3966,warm,amouse,0,954
3967,melissa,melissa,1,868
3968,harlin,origin,0,1120
3969,convent,convent,1,1125
3970,pity,pity,1,880
3971,knock,knock,1,1196
3972,avigail,avigail,1,966
3973,tracey,tracey,1,1093
3974,xavier,xavier,1,1029
3975,giant,giant,1,937
3976,identification,appearance,0,934
3977,flannery,flannery,1,936
3978,ridley,aisha,0,868
3979,jeb,jeb,1,886
3980,kiyu,kiyu,1,997
3981,katie,katie,1,866
3982,once,before,0,1019
3983,tiger,tiger,1,933
3984,detective,detective,1,982
3985,stan,it,0,961
3986,fixed,fixed,1,1090
3987,teria,teria,1,1219
3988,gracy,greta,0,907
3989,matt,matt,1,915
3990,headsets,headsets,1,881
3991,burns,burns,1,950
