#,Gold,Prediction,Correct,PromptLength
2868,leading,leading,1,5537
2869,memorized,memorized,1,5472
2870,first,caught,0,6313
2871,gladys,gladys,1,5531
2872,elvi,elvi,1,5477
2873,bath,bath,1,5566
2874,micah,micah,1,5248
2875,happened,happened,1,5291
2876,pit,pit,1,5472
2877,eric,eric,1,5568
2878,pastor,pastor,1,5945
2879,nick,wally,0,6359
2880,beth,beth,1,5678
2881,selena,selena,1,5523
2882,gloves,gloves,1,5599
2883,kendril,maklavir,0,5891
2884,ben,ben,1,5762
2885,time,no,0,5401
2886,interested,interested,1,6515
2887,vanessa,vanessa,1,5455
2888,pod,pod,1,5715
2889,julian,julian,1,5662
2890,easy,staying,0,5708
2891,package,package,1,5653
2892,graeme,graeme,1,5586
2893,eddie,eddie,1,5623
2894,wasted,long,0,5222
2895,opportunity,opportunity,1,5106
2896,booklet,booklet,1,5529
2897,maid,couch,0,5739
2898,communicator,cone,0,5624
2899,immortal,lock,0,5835
2900,technology,resources,0,5669
2901,pig,pig,1,5706
2902,fen,fen,1,5492
2903,venice,venice,1,5482
2904,frances,frances,1,5918
2905,vo,vo,1,5337
2906,emergency,emergency,1,5318
2907,bald,bald,1,5532
2908,bored,bored,1,5811
2909,ari,ari,1,5439
2910,ugly,ugly,1,5663
2911,brittany,brittany,1,5753
2912,connor,connor,1,5377
2913,otis,otis,1,5435
2914,flag,flag,1,5573
2915,circle,circle,1,5613
2916,libby,libby,1,5862
2917,diane,diane,1,5381
2918,jessie,jessie,1,5715
2919,healer,healer,1,5466
2920,days,months,0,5335
2921,keys,keys,1,5595
2922,dragon,dragon,1,7045
2923,shed,shed,1,5866
2924,couple,couple,1,5602
2925,nick,nick,1,5454
2926,elaina,elaina,1,5532
2927,clapping,clapping,1,6343
2928,deborah,cassie,0,5791
2929,colin,colin,1,5490
2930,addie,addie,1,5454
2931,rose,anna,0,5519
2932,scholarship,scholarship,1,5526
2933,mae,mae,1,5654
2934,fire,house,0,5612
2935,dragon,dragon,1,5622
2936,festival,festival,1,6436
2937,painting,painting,1,5508
2938,loaf,loaf,1,5644
2939,geramn,geramn,1,5485
2940,patient,patient,1,5576
2941,cane,cane,1,5756
2942,ivy,ivy,1,5813
2943,pushover,pushover,1,5588
2944,flannery,flannery,1,5372
2945,gruffly,gruffly,1,6517
2946,babies,babies,1,5327
2947,grant,grant,1,5333
2948,row,row,1,5827
2949,text,text,1,6063
2950,katie,shane,0,5833
2951,katja,katja,1,5485
2952,ghost,ghost,1,5599
2953,traffic,traffic,1,6202
2954,flight,planethe,0,5551
2955,laptop,laptop,1,5449
2956,spell,plan,0,6313
2957,max,max,1,5470
2958,sam,sam,1,5310
2959,chamber,chamber,1,5455
2960,mystic,mystic,1,5444
2961,kane,kane,1,5364
2962,luxa,luxa,1,5656
2963,vial,vial,1,5602
2964,balcony,balcony,1,5799
2965,mary,maryd,0,5310
2966,isa,isa,1,5714
2967,mother,mother,1,5130
2968,remote,remote,1,5687
2969,gilda,gilda,1,5545
2970,calling,calling,1,5889
2971,max,max,1,5308
2972,duke,coplawyer,0,5624
2973,geramn,geramn,1,5620
2974,cupcake,cupcake,1,5644
2975,johnson,johnson,1,5843
2976,lock,hair,0,5367
2977,building,conapt,0,5563
2978,cash,cash,1,5561
2979,luggage,others,0,5684
2980,cellar,cellar,1,5534
2981,inches,inches,1,5698
2982,becca,becca,1,5503
2983,liam,liam,1,5183
2984,truth,truth,1,5949
2985,hotel,hotel,1,5844
2986,julia,julia,1,5428
2987,lil,sookie,0,5733
2988,dale,dale,1,5501
2989,zach,zach,1,5353
2990,julia,julia,1,6147
2991,anyway,anyway,1,5654
2992,maximilian,maximilian,1,5667
2993,tanner,andrew,0,5282
2994,existence,existence,1,6124
2995,julia,julia,1,5356
2996,kasar,kasar,1,5896
2997,arachne,arachne,1,5304
2998,casting,casting,1,5479
2999,spinach,spinach,1,5531
3000,mouse,prey,0,5221
3001,dancing,dancing,1,5666
3002,old,old,1,5664
3003,conyn,conyn,1,6169
3004,fran,fran,1,5413
3005,nick,wally,0,5729
3006,amy,amy,1,5784
3007,pail,pail,1,5648
3008,chief,chief,1,5531
3009,rules,rules,1,5520
3010,tessa,tessa,1,5400
3011,quick,quick,1,5838
3012,messiah,messiah,1,5511
3013,empty,empty,1,6077
3014,stunned,too,0,5674
3015,henrik,esther,0,5650
3016,mirrors,mirrors,1,5510
3017,meredith,meredith,1,5296
3018,howard,howard,1,5684
3019,hurt,hurt,1,5870
3020,lost,lost,1,5588
3021,angie,angie,1,5395
3022,tradition,tradition,1,5290
3023,ian,ian,1,5888
3024,henry,henry,1,5654
3025,pregnant,pregnant,1,5630
3026,dreaming,dreaming,1,6606
3027,dani,dani,1,5357
3028,liz,liz,1,5186
3029,megan,megan,1,5536
3030,karen,karen,1,6110
3031,ronni,ronni,1,5660
3032,grunt,grunt,1,5369
3033,kevin,jacob,0,5755
3034,keeper,keeper,1,5681
3035,carnac,claydon,0,5845
3036,nora,nora,1,5493
3037,spencer,spencer,1,5405
3038,fair,easy,0,5515
3039,barbarians,barbarians,1,5463
3040,tournament,tournament,1,5574
3041,lines,lines,1,5560
3042,abby,abby,1,5659
3043,fin,fin,1,5314
3044,marley,marley,1,5539
3045,pass,pass,1,5796
3046,sick,sick,1,5506
3047,camp,camp,1,5414
3048,next,next,1,5904
3049,nika,neal,0,5273
3050,ranch,ranch,1,5653
3051,sister,sister,1,5651
3052,marine,marine,1,5720
3053,charon,charon,1,5442
3054,cottage,cottage,1,5946
3055,island,island,1,5749
3056,luce,luce,1,5332
3057,throne,throne,1,5712
3058,paint,paint,1,5822
3059,quack,quack,1,5471
3060,carry,carry,1,5490
3061,donald,donald,1,5218
3062,ivana,ivana,1,5874
3063,zombies,zombies,1,5735
3064,pattern,pattern,1,5580
3065,match,match,1,5610
3066,elias,elias,1,5656
3067,board,floor,0,5731
3068,basement,basement,1,5609
3069,truth,truth,1,5351
3070,couple,coupleanything,0,5703
3071,statue,statue,1,5667
3072,perspective,perspective,1,5444
3073,session,session,1,6090
3074,ben,ben,1,5632
3075,katrina,katrina,1,5547
3076,kitto,kitto,1,5703
3077,then,ruth,0,5304
3078,pages,pages,1,5743
3079,battle,battle,1,5527
3080,desiree,desiree,1,5369
3081,garage,garage,1,5684
3082,him,him,1,6365
3083,altair,altair,1,5341
3084,captain,nagini,0,5581
3085,boots,boots,1,5660
3086,roku,roku,1,5053
3087,grapes,ripe,0,5559
3088,holden,holden,1,5739
3089,lizard,lizard,1,5567
3090,art,art,1,5476
3091,reapers,reapers,1,5743
3092,tam,tam,1,5314
3093,desmond,desmond,1,5322
3094,cave,cave,1,5530
3095,trolley,trolley,1,5648
3096,matt,matt,1,5541
3097,gabe,gabe,1,5706
3098,okay,safe,0,6544
3099,bunker,democracy,0,5607
3100,mat,mat,1,6005
3101,treat,treat,1,5700
3102,quinn,quinn,1,5775
3103,bag,bag,1,5842
3104,oregon,oregon,1,5274
3105,always,always,1,5297
3106,danielle,danielle,1,5379
3107,locket,locket,1,5539
3108,often,often,1,5519
3109,grow,grow,1,5532
3110,guardian,guardian,1,5761
3111,corey,corey,1,5263
3112,cake,cake,1,5494
3113,frozen,dead,0,5899
3114,jacks,jacks,1,5961
3115,farming,farming,1,5321
3116,survived,survived,1,6184
3117,evra,evra,1,5845
3118,wolf,wolf,1,5626
3119,shauna,shauna,1,6158
3120,size,small,0,5361
3121,survive,survive,1,6025
3122,ferns,ferns,1,5524
3123,solve,solve,1,5278
3124,seat,seat,1,5718
3125,ocean,ocean,1,5754
3126,dors,dors,1,5528
3127,mess,mess,1,5665
3128,home,cooking,0,6410
3129,david,gabe,0,5453
3130,downstairs,downstairs,1,5607
3131,both,both,1,5356
3132,david,david,1,5251
3133,mutual,true,0,5962
3134,letorque,letorque,1,6171
3135,rick,rick,1,5510
3136,lemon,lemon,1,5670
3137,dismissed,dismissed,1,5848
3138,temp,temp,1,5846
3139,prayed,prayed,1,5607
3140,fire,fire,1,5453
3141,will,lauren,0,5223
3142,elliot,elliot,1,6037
3143,atlas,atlas,1,5577
3144,couple,couple,1,5825
3145,cart,cart,1,5562
3146,zach,zach,1,5661
3147,scene,sight,0,5958
3148,present,one,0,5524
3149,savannah,savannah,1,5559
3150,mike,mike,1,5365
3151,gloo,christy,0,6201
3152,stephanie,stephanie,1,6011
3153,shelf,shelves,0,5864
3154,different,easy,0,6279
3155,spill,spill,1,5681
3156,irina,irina,1,5391
3157,books,books,1,5461
3158,lame,lame,1,5370
3159,launcher,launcher,1,5669
3160,zach,zach,1,5642
3161,transplant,transplant,1,5709
3162,wood,wood,1,5599
3163,sara,sara,1,5355
3164,stan,nella,0,5346
3165,finger,finger,1,5495
3166,years,years,1,5589
3167,lawyer,lawyer,1,5390
3168,hot,hot,1,5625
3169,martin,martin,1,5379
3170,christophe,christophe,1,5863
3171,jo,jo,1,5782
3172,kid,kid,1,5598
3173,ana,ana,1,5478
3174,wind,storm,0,5702
3175,rachel,madison,0,5338
3176,hamnet,gregor,0,5983
3177,requested,asked,0,5512
3178,manda,manda,1,6162
3179,truck,face,0,5476
3180,classes,classes,1,5173
3181,scribe,scribe,1,5629
3182,critter,critter,1,5589
3183,pieter,pieter,1,5449
3184,first,first,1,5558
3185,loaded,loaded,1,6509
3186,mum,dad,0,5964
3187,lifeboat,dinghy,0,5598
3188,promise,promise,1,5362
3189,stacie,stacie,1,5702
3190,price,price,1,5404
3191,redhead,redhead,1,5709
3192,velvet,velvet,1,5348
3193,goldie,goldie,1,5317
3194,prosecute,prosecute,1,5523
3195,ares,ares,1,5900
3196,passport,dream,0,5632
3197,topher,topher,1,5895
3198,mark,mark,1,5464
3199,orson,orson,1,6203
3200,desmond,desmond,1,6644
3201,bob,bob,1,5507
3202,rhys,rhys,1,5525
3203,kiss,kiss,1,5577
3204,scroll,scroll,1,5618
3205,katherine,katherine,1,5668
3206,pouch,pouch,1,5646
3207,pick,pick,1,5591
3208,succeed,get,0,5740
3209,frame,picture,0,5791
3210,teacher,teacher,1,5770
3211,system,system,1,6219
3212,gregori,gregori,1,5502
3213,married,married,1,5306
3214,frank,frank,1,5996
3215,genie,genie,1,5506
3216,confession,confession,1,5741
3217,buddha,buddha,1,5532
3218,rachel,rachel,1,5667
3219,bonnie,bonnie,1,5496
3220,bridget,bridget,1,5925
3221,john,did,0,5759
3222,forgiven,forgiven,1,5610
3223,charlie,charlie,1,5471
3224,drew,drew,1,5558
3225,letorque,letorque,1,5874
3226,barry,barry,1,5277
3227,antonio,antonio,1,5815
3228,watermelon,watermelon,1,5704
3229,costume,costume,1,5531
3230,jacob,jacob,1,5831
3231,micki,micki,1,6003
3232,mailbox,mailbox,1,5608
3233,amos,amos,1,5431
3234,bubba,bubba,1,5489
3235,dying,dying,1,6046
3236,hamnet,hamnet,1,5640
3237,phone,phone,1,5630
3238,archie,archie,1,5665
3239,harley,harley,1,5291
3240,mercy,mercy,1,5478
3241,teri,johnny,0,5277
3242,books,books,1,5538
3243,logan,logan,1,5984
3244,marissa,marissa,1,5543
3245,bike,key,0,5679
3246,theater,theater,1,5784
3247,lenient,understanding,0,5846
3248,lystus,lystus,1,6581
3249,wanda,wanda,1,5296
3250,gallery,house,0,5501
3251,sir,sir,1,5491
3252,pit,pit,1,5575
3253,theft,theft,1,5686
3254,deidre,deidre,1,5289
3255,charlie,charlie,1,5436
3256,nerissa,gregor,0,5593
3257,kids,kids,1,5509
3258,joshua,joshua,1,5407
3259,rocky,rocky,1,5292
3260,busy,busy,1,5407
3261,cabin,cabin,1,5759
3262,salem,salem,1,6718
3263,noticed,noticed,1,5671
3264,meaning,purpose,0,6191
3265,handle,handle,1,6606
3266,lucas,lucas,1,5189
3267,loveseat,loveseat,1,5714
3268,dragons,dragons,1,5398
3269,antidote,antidote,1,5610
3270,sarah,sarah,1,5587
3271,rosa,rosa,1,5300
3272,phidias,phidias,1,5990
3273,isabella,isabella,1,5564
3274,words,words,1,6025
3275,zero,zero,1,6116
3276,caleb,hunter,0,5329
3277,danger,danger,1,5572
3278,pill,sleeping,0,5756
3279,thin,thin,1,5677
3280,connor,connor,1,5333
3281,no,no,1,5475
3282,burnett,burnett,1,6131
3283,following,following,1,5546
3284,hallucinating,hallucinating,1,5887
3285,dad,dad,1,6003
3286,inevitable,inevitable,1,5546
3287,leon,leon,1,5406
3288,spencer,spencer,1,5675
3289,chet,chet,1,5429
3290,lane,road,0,5706
3291,waved,acknowledged,0,6561
3292,stream,water,0,5686
3293,telepathically,telepathically,1,5563
3294,ribbon,ribbon,1,5675
3295,lorenzo,lorenzo,1,5500
3296,ryan,ryan,1,5408
3297,gambler,gambler,1,5631
3298,weather,danger,0,5383
3299,doyle,doyle,1,5313
3300,anna,anna,1,5338
3301,chris,chris,1,5396
3302,paper,paper,1,5582
3303,can,can,1,5624
3304,truck,truck,1,5798
3305,parker,parker,1,5350
3306,stalker,stalker,1,5414
3307,net,net,1,5445
3308,donnica,donnica,1,5307
3309,hypothetical,important,0,5352
3310,safe,out,0,5720
3311,race,race,1,5663
3312,nell,nell,1,5552
3313,chairs,chairs,1,5596
3314,water,hard,0,5730
3315,ship,room,0,5506
3316,keira,keira,1,5523
3317,home,place,0,5527
3318,michelle,michelle,1,5390
3319,noble,nobleman,0,5440
3320,solo,solo,1,5347
3321,menu,menu,1,5747
3322,email,information,0,5811
3323,mum,mum,1,5586
3324,victoria,victoria,1,6343
3325,prom,prom,1,5278
3326,pages,pages,1,7415
3327,earthquake,earthquake,1,6057
3328,fate,fate,1,5996
3329,huh,huh,1,5903
3330,sharma,sharma,1,5307
3331,moira,moira,1,5524
3332,infirmary,infirmary,1,5753
3333,wasp,wasp,1,5650
3334,thomas,thomas,1,5354
3335,infertile,both,0,6001
3336,ana,ana,1,5456
3337,modest,modest,1,5834
3338,dimity,alexia,0,5772
3339,controller,controller,1,5822
3340,amanda,amanda,1,5464
3341,hickey,hickey,1,5528
3342,serve,serve,1,5517
3343,gavin,gavin,1,5318
3344,hardy,hardy,1,5409
3345,hamptons,hamptons,1,5512
3346,kat,kat,1,5578
3347,kiss,kiss,1,5683
3348,ivy,ivy,1,5287
3349,olives,yourself,0,5496
3350,vikus,vikus,1,5883
3351,atlas,atlas,1,5526
3352,jenna,jenna,1,5529
3353,tactics,past,0,5359
3354,ed,ed,1,5217
3355,calvin,calvin,1,5509
3356,ruth,ruth,1,5443
3357,kelp,kelp,1,5697
3358,bed,bed,1,5417
3359,sword,sword,1,5705
3360,pater,pater,1,5445
3361,frankie,frankie,1,5346
3362,modesty,modesty,1,5384
3363,thanksgiving,thanksgiving,1,5310
3364,letters,letters,1,5638
3365,go,go,1,5828
3366,karen,karen,1,5354
3367,movement,movement,1,6793
3368,riders,riders,1,5765
3369,winnie,winnie,1,5800
3370,ivan,ivan,1,5630
3371,workshop,workshop,1,5356
3372,pet,pet,1,5618
3373,ava,ava,1,5427
3374,darkling,darkling,1,5496
3375,cake,cake,1,5605
3376,sam,sam,1,5373
3377,jacob,jacob,1,5688
3378,leah,leah,1,5862
3379,sarah,sarah,1,6278
3380,brian,brian,1,5476
3381,dime,dime,1,5555
3382,damon,damon,1,5734
3383,forgetful,forgetful,1,5562
3384,ball,ball,1,5448
3385,altar,altar,1,5645
3386,georgianna,beckd,0,5180
3387,witches,witches,1,5333
3388,customs,eduardo,0,5507
3389,monkeys,monkeys,1,5606
3390,nate,nate,1,5333
3391,stars,stars,1,6289
3392,agatha,agatha,1,5742
3393,afterwards,after,0,5882
3394,richie,richie,1,6622
3395,basha,iibala,0,5299
3396,justice,justice,1,5534
3397,phaedra,phaedra,1,5358
3398,preacher,preacher,1,5754
3399,contract,contract,1,5782
3400,freed,freed,1,5800
3401,disks,disks,1,5543
3402,spain,spain,1,5427
3403,campus,campus,1,5619
3404,bryn,bryn,1,5882
3405,guest,guest,1,5642
3406,wish,wish,1,5523
3407,starr,starr,1,5363
3408,gregor,gregor,1,5582
3409,gypsy,gypsy,1,5707
3410,lungs,limits,0,5975
3411,leanne,leanne,1,5471
3412,carda,carda,1,5272
3413,zombie,zombie,1,5635
3414,emergency,help,0,5430
3415,undercover,undercover,1,5710
3416,banshee,banshee,1,5615
3417,mug,rim,0,5716
3418,trudy,trudy,1,5459
3419,johns,detjohn,0,6254
3420,shari,shari,1,5462
3421,king,king,1,5632
3422,mold,mold,1,5419
3423,jack,jack,1,5525
3424,mercedes,mercedes,1,5812
3425,cook,cook,1,6507
3426,spare,spare,1,5327
3427,dan,dan,1,5598
3428,spike,spike,1,5356
3429,edited,altered,0,6424
3430,wish,wish,1,5500
3431,crushing,crushing,1,5504
3432,dragon,dragon,1,5770
3433,emma,emma,1,5675
3434,smell,smell,1,5815
3435,drives,drives,1,5760
3436,schizophrenic,medicated,0,5732
3437,latter,latter,1,5672
3438,rested,rested,1,6179
3439,doc,doc,1,5476
3440,van,van,1,5620
3441,gloo,gloo,1,5587
3442,tracks,tracks,1,5571
3443,ella,ella,1,6593
3444,joel,joel,1,5626
3445,tir,tir,1,5210
3446,dagdron,dagdron,1,6279
3447,halfway,halfway,1,5357
3448,council,council,1,5682
3449,roth,roth,1,5719
3450,karyn,gem,0,5739
3451,nell,nell,1,6073
3452,professor,professor,1,5590
3453,mistress,mistress,1,5612
3454,number,number,1,5826
3455,ares,ares,1,5175
3456,hostess,host,0,5676
3457,chess,chess,1,5326
3458,amanda,amanda,1,5681
3459,adrian,adrian,1,5290
3460,margarita,drink,0,5914
3461,dusty,dusty,1,6046
3462,luca,luca,1,5808
3463,ivan,ivan,1,6042
3464,addison,addison,1,5942
3465,crate,crate,1,6256
3466,winch,winch,1,5625
3467,flowers,flowers,1,5588
3468,teller,teller,1,5602
3469,griffin,griffin,1,5626
3470,diana,diana,1,5662
3471,owner,owner,1,5532
3472,traitors,traitors,1,5504
3473,picture,room,0,5702
3474,payments,payments,1,5374
3475,willingly,willingly,1,5553
3476,harmless,not,0,5831
3477,pizza,pizza,1,5690
3478,journal,journal,1,5571
3479,card,card,1,5679
3480,tree,tree,1,5745
3481,scroll,scroll,1,5524
3482,farmer,farmer,1,5610
3483,date,date,1,5674
3484,band,band,1,5628
3485,ship,ship,1,5375
3486,zone,zone,1,5624
3487,compete,compete,1,5411
3488,steer,drive,0,6145
3489,freedom,freedom,1,5493
3490,pocket,pocket,1,5914
3491,brothers,brothers,1,6358
3492,cellar,cellar,1,5782
3493,exit,entrance,0,5624
3494,fish,fish,1,5568
3495,massage,massage,1,5612
3496,intimidating,intimidating,1,5549
3497,fantasy,fantasy,1,5455
3498,ananda,ananda,1,5461
3499,fight,talk,0,5609
3500,ayden,ayden,1,5388
3501,creature,creature,1,5404
3502,schedule,routine,0,5581
3503,softly,carole,0,5160
3504,merlin,merlin,1,5398
3505,kelly,kelly,1,5770
3506,pam,pam,1,5728
3507,alexi,alexi,1,5943
3508,trick,coincidence,0,5770
3509,sections,sections,1,5557
3510,herself,herself,1,6197
3511,jobs,jobs,1,5626
3512,teria,gaent,0,6632
3513,order,order,1,5370
3514,max,max,1,6136
3515,coat,coat,1,5075
3516,queue,line,0,5807
3517,mollie,mollie,1,5654
3518,push,push,1,5936
3519,mask,mask,1,5531
3520,ankle,ankle,1,5478
3521,intimidating,intimidating,1,5367
3522,truck,truck,1,6609
3523,wax,wax,1,5648
3524,burn,burn,1,5624
3525,danger,danger,1,5517
3526,weak,weak,1,5370
3527,movie,movie,1,5574
3528,paid,in,0,5883
3529,fun,fun,1,5507
3530,cake,cake,1,5692
3531,james,james,1,6462
3532,george,george,1,5600
3533,safe,safe,1,5589
3534,gabriel,gabriel,1,5254
3535,vasquez,vasquez,1,6139
3536,torret,gaent,0,5559
3537,ashes,ashes,1,5593
3538,leif,leif,1,5064
3539,tucker,tucker,1,5515
3540,maria,scott,0,5059
3541,festival,festival,1,5659
3542,temper,temper,1,5456
3543,broom,broom,1,5579
3544,perfect,perfect,1,6115
3545,icon,icon,1,5615
3546,train,train,1,5792
3547,head,flattery,0,5775
3548,ronan,ronan,1,6074
3549,freak,freak,1,5631
3550,andra,andra,1,5784
3551,belle,belle,1,5459
3552,archbishop,archbishop,1,5792
3553,calvin,calvin,1,5643
3554,dieter,dieter,1,5298
3555,lexi,lexi,1,5342
3556,jackie,jackie,1,5781
3557,chase,chase,1,5899
3558,lucas,lucas,1,5563
3559,hair,hair,1,5466
3560,lady,lady,1,5541
3561,cube,cube,1,5632
3562,charlie,charlie,1,5657
3563,lot,lot,1,5629
3564,arguing,without,0,5482
3565,lied,lied,1,5873
3566,disappointment,disappointment,1,5589
3567,underwear,underwear,1,5597
3568,tyrese,tyrese,1,5274
3569,familiar,familiar,1,5513
3570,habitat,habitat,1,5452
3571,rex,jhahn,0,5428
3572,image,image,1,5196
3573,bane,queen,0,5576
3574,ball,ball,1,6094
3575,charlotte,charlotte,1,5672
3576,colin,colin,1,5765
3577,lights,lights,1,5574
3578,cemetery,cemetery,1,5616
3579,clearance,clearance,1,5622
3580,nutcase,nutcase,1,5518
3581,dream,dream,1,5845
3582,earl,earl,1,5625
3583,tower,tower,1,5539
3584,museum,museum,1,5699
3585,crazy,ridiculous,0,5725
3586,mykolas,mykolas,1,5251
3587,classrooms,classrooms,1,5842
3588,swan,swan,1,5373
3589,show,show,1,5587
3590,radiation,energy,0,5691
3591,sad,sad,1,5537
3592,keryn,keryn,1,5516
3593,jared,simi,0,5252
3594,beautiful,beautiful,1,5689
3595,smoke,smoke,1,5715
3596,snow,snow,1,5772
3597,katrina,katrina,1,6065
3598,olivia,olivia,1,5882
3599,vampire,vampire,1,6361
3600,errands,errands,1,5609
3601,candy,candy,1,5586
3602,embarrassing,embarrassing,1,6031
3603,blew,blew,1,5726
3604,star,star,1,5727
3605,nickname,nickname,1,5440
3606,pod,pod,1,5646
3607,duvet,duvet,1,5793
3608,nicole,nicole,1,5926
3609,explosives,explosives,1,5638
3610,hugo,hugo,1,5233
3611,sacha,sacha,1,5380
3612,laptop,laptop,1,5594
3613,boat,boat,1,5713
3614,sibyl,sibyl,1,6064
3615,bunker,bunker,1,5750
3616,manacle,cuff,0,5660
3617,grave,cemetery,0,5694
3618,corral,line,0,5612
3619,matt,matt,1,5363
3620,real,real,1,6056
3621,syrup,syrup,1,5808
3622,speaker,speaker,1,5347
3623,able,able,1,5737
3624,watch,watch,1,5539
3625,diana,diana,1,5662
3626,chloe,me,0,5752
3627,isabelle,again,0,5893
3628,riq,riq,1,6133
3629,ares,ares,1,5736
3630,cherise,imara,0,5539
3631,gisbo,gisbo,1,5449
3632,atlantis,war,0,5472
3633,trent,trent,1,5998
3634,mike,mike,1,5723
3635,allison,allison,1,5464
3636,miles,miles,1,5281
3637,fate,fate,1,5522
3638,belt,belt,1,5561
3639,license,license,1,5620
3640,town,town,1,5557
3641,paul,paul,1,5412
3642,quit,quit,1,5691
3643,switch,switch,1,5533
3644,anne,anne,1,5497
3645,kay,kay,1,5362
3646,bex,cam,0,5486
3647,soro,soro,1,5620
3648,jett,jett,1,5404
3649,sydney,sydney,1,5372
3650,josh,josh,1,5655
3651,menu,menu,1,5608
3652,fell,fell,1,5486
3653,manda,manda,1,5463
3654,bellhop,bellhop,1,5556
3655,jar,jar,1,5856
3656,crash,crash,1,5999
3657,visor,visor,1,5666
3658,morg,morg,1,5482
3659,meghan,meghan,1,5589
3660,inside,inside,1,5982
3661,daisy,daisy,1,5170
3662,win,win,1,5346
3663,baton,baton,1,5580
3664,mat,mat,1,5583
3665,jake,jake,1,5361
3666,win,win,1,5066
3667,crowd,crowd,1,5524
3668,soul,soul,1,5515
3669,cassandra,cassandra,1,5889
3670,clean,clean,1,6490
3671,satchel,satchel,1,5585
3672,bria,bria,1,5021
3673,tokyo,tokyo,1,5461
3674,becky,becky,1,5431
3675,albany,albany,1,5420
3676,holiday,holiday,1,5893
3677,unusual,unusual,1,5686
3678,beam,beam,1,5742
3679,melissa,melissa,1,5746
3680,drive,rachael,0,5401
3681,fez,fez,1,5306
3682,habit,habit,1,5721
3683,madeline,amelia,0,5388
3684,noah,noah,1,5519
3685,anger,he,0,6037
3686,bracelet,bracelet,1,5679
3687,bond,bond,1,5489
3688,barrels,barrels,1,5832
3689,shake,shake,1,5391
3690,wow,wow,1,5952
3691,broom,broom,1,5695
3692,kizira,kizira,1,5276
3693,brian,brian,1,5171
3694,mum,mum,1,5652
3695,jones,jones,1,5687
3696,miles,miles,1,5165
3697,maine,maine,1,5363
3698,wet,wet,1,5436
3699,gardener,gardener,1,5812
3700,paul,paul,1,5445
3701,rachel,rachel,1,5282
3702,siferra,siferra,1,5708
3703,proposal,proposal,1,5609
3704,daddy,daddy,1,5613
3705,auditorium,auditorium,1,5485
3706,ripred,ripred,1,5485
3707,lucien,lucien,1,5559
3708,poet,poet,1,5582
3709,guardhouse,guardhouse,1,5566
3710,nicole,nicole,1,5550
3711,movie,movie,1,5647
3712,boarders,other,0,5783
3713,concussion,concussion,1,5603
3714,experiences,experiences,1,6177
3715,jas,jas,1,5604
3716,petrov,petrov,1,5585
3717,jessica,jessica,1,5663
3718,macklin,macklin,1,5820
3719,gaudreaux,gaudrea,0,5519
3720,weighs,weighs,1,5343
3721,marten,marten,1,5614
3722,lana,lana,1,5666
3723,garrick,garrick,1,6296
3724,katrina,allison,0,5370
3725,gerald,gerald,1,6019
3726,outnumbered,archons,0,5839
3727,lizzie,lizzie,1,5955
3728,parchment,letter,0,5673
3729,hunter,hunter,1,5305
3730,savage,chief,0,5522
3731,tess,tess,1,6629
3732,rachel,rachel,1,5329
3733,elder,elder,1,5998
3734,short,short,1,5806
3735,young,young,1,5718
3736,andy,andy,1,6300
3737,carlos,carlos,1,6040
3738,truck,trucks,0,6464
3739,horn,horn,1,5638
3740,brant,brant,1,5634
3741,rae,rae,1,5369
3742,die,are,0,5685
3743,gift,gift,1,5564
3744,ramp,ground,0,5730
3745,neighbors,neighbors,1,5512
3746,pack,pack,1,5656
3747,race,people,0,5563
3748,dinosaurs,dinosaurs,1,5639
3749,cameron,cameron,1,5741
3750,discovered,discovered,1,5397
3751,elias,elias,1,5433
3752,rock,rock,1,5706
3753,ladder,ladder,1,5606
3754,bail,bail,1,5733
3755,blank,blank,1,5643
3756,divorce,divorce,1,5551
3757,body,body,1,5724
3758,bodyguard,bodyguard,1,5183
3759,connor,connor,1,5282
3760,giles,giles,1,6018
3761,magic,magic,1,6271
3762,word,language,0,5250
3763,apartment,apartment,1,5660
3764,renna,finn,0,5205
3765,minors,minors,1,6311
3766,jala,jala,1,5731
3767,katrina,katrina,1,5984
3768,opening,opening,1,5772
3769,isabella,isabella,1,6144
3770,flavius,flavius,1,5565
3771,visitors,margaret,0,5896
3772,fey,fey,1,5654
3773,liz,liz,1,5355
3774,bucket,bucket,1,5699
3775,bundle,bundle,1,5695
3776,artifacts,artifacts,1,5607
3777,wings,wings,1,5623
3778,leader,leader,1,5948
3779,nicholas,nicholas,1,5533
3780,lakes,lakes,1,5843
3781,rooms,floors,0,5698
3782,campaign,campaign,1,5562
3783,anything,missnot,0,6023
3784,mars,mars,1,5288
3785,castle,castle,1,5519
3786,wagon,wagon,1,5887
3787,embrace,hug,0,5340
3788,marco,marco,1,6174
3789,mom,mom,1,5242
3790,honeymoon,honeymoon,1,5773
3791,walwain,walwain,1,5579
3792,lesley,lesley,1,5111
3793,graveyard,graveyard,1,5570
3794,nigel,nigel,1,5588
3795,marla,marla,1,5622
3796,clark,clark,1,5370
3797,calvin,calvin,1,5418
3798,cart,cart,1,5922
3799,renegade,renegade,1,5596
3800,chair,chair,1,5738
3801,musical,musical,1,5911
3802,gabe,gabe,1,5463
3803,menu,menu,1,5566
3804,overhear,hear,0,5369
3805,money,money,1,5776
3806,katie,katie,1,5806
3807,photos,families,0,5644
3808,phillip,phillip,1,5654
