#,Gold,Prediction,Correct,PromptLength
2982,becca,becca,1,1093
2983,liam,only,0,999
2984,truth,truth,1,945
2985,hotel,hotel,1,994
2986,julia,julia,1,992
2987,lil,lil,1,980
2988,dale,dale,1,963
2989,zach,zach,1,1108
2990,julia,darling,0,935
2991,anyway,first,0,1050
2992,maximilian,maximilian,1,996
2993,tanner,cryogenics,0,1074
2994,existence,existence,1,1253
2995,julia,julia,1,932
2996,kasar,kasar,1,1076
2997,arachne,stephanie,0,943
2998,casting,casting,1,1020
2999,spinach,spinach,1,965
3000,mouse,cat,0,945
3001,dancing,performance,0,1132
3002,old,lying,0,1103
3003,conyn,zogara,0,1077
3004,fran,fran,1,933
3005,nick,wally,0,1203
3006,amy,amy,1,881
3007,pail,pail,1,1032
3008,chief,chief,1,895
3009,rules,rules,1,934
3010,tessa,right,0,1052
3011,quick,spared,0,1048
3012,messiah,messiah,1,925
3013,empty,empty,1,1005
3014,stunned,tooclose,0,940
3015,henrik,hen,0,925
3016,mirrors,mirrors,1,907
3017,meredith,meredith,1,942
3018,howard,howard,1,934
3019,hurt,hurt,1,897
3020,lost,lost,1,941
3021,angie,angie,1,939
3022,tradition,tradition,1,895
3023,ian,ian,1,1105
3024,henry,henry,1,1079
3025,pregnant,pregnant,1,896
3026,dreaming,dreaming,1,1322
3027,dani,decker,0,1034
3028,liz,her,0,998
3029,megan,megan,1,907
3030,karen,elsie,0,978
3031,ronni,julia,0,956
3032,grunt,grunt,1,887
3033,kevin,kevin,1,1054
3034,keeper,friend,0,963
3035,carnac,claydon,0,891
3036,nora,nosy,0,943
3037,spencer,spencer,1,1116
3038,fair,easy,0,931
3039,barbarians,barbarians,1,1007
3040,tournament,tournament,1,917
3041,lines,lines,1,996
3042,abby,lie,0,1165
3043,fin,streets,0,1019
3044,marley,alex,0,1130
3045,pass,pass,1,1070
3046,sick,sick,1,1073
3047,camp,camp,1,987
3048,next,next,1,1009
3049,nika,nika,1,924
3050,ranch,ranch,1,1006
3051,sister,sistermack,0,857
3052,marine,marine,1,953
3053,charon,charon,1,992
3054,cottage,cottage,1,1147
3055,island,island,1,1074
3056,luce,luce,1,1004
3057,throne,sweater,0,965
3058,paint,paint,1,959
3059,quack,quack,1,1049
3060,carry,pantry,0,976
3061,donald,donald,1,915
3062,ivana,ivana,1,910
3063,zombies,predicting,0,1102
3064,pattern,pattern,1,1018
3065,match,match,1,937
3066,elias,elias,1,1032
3067,board,table,0,1086
3068,basement,basement,1,1025
3069,truth,truth,1,897
3070,couple,couple,1,970
3071,statue,statue,1,990
3072,perspective,perspective,1,1056
3073,session,session,1,1199
3074,ben,benthe,0,848
3075,katrina,katrina,1,1003
3076,kitto,jeremy,0,963
3077,then,then,1,998
3078,pages,notebook,0,1060
3079,battle,different,0,978
3080,desiree,jason,0,1065
3081,garage,garage,1,1054
3082,him,o,0,956
3083,altair,altair,1,1019
3084,captain,nagini,0,1037
3085,boots,boots,1,924
3086,roku,roku,1,905
3087,grapes,grapes,1,1116
3088,holden,holden,1,1047
3089,lizard,lizard,1,934
3090,art,art,1,1037
3091,reapers,reapers,1,1168
3092,tam,tam,1,1085
3093,desmond,desmond,1,897
3094,cave,cave,1,941
3095,trolley,tray,0,940
3096,matt,matt,1,1126
3097,gabe,gabe,1,1191
3098,okay,safe,0,1081
3099,bunker,nebraska,0,981
3100,mat,mat,1,1007
3101,treat,treat,1,935
3102,quinn,quinn,1,952
3103,bag,bag,1,1030
3104,oregon,oregon,1,982
3105,always,always,1,1078
3106,danielle,her,0,955
3107,locket,locket,1,1089
3108,often,often,1,944
3109,grow,grow,1,1048
3110,guardian,guardian,1,950
3111,corey,corey,1,864
3112,cake,recipe,0,928
3113,frozen,frozen,1,977
3114,jacks,jacks,1,871
3115,farming,farming,1,948
3116,survived,survived,1,1113
3117,evra,evra,1,928
3118,wolf,wolf,1,1014
3119,shauna,please,0,979
3120,size,ends,0,998
3121,survive,survive,1,1004
3122,ferns,ferns,1,1016
3123,solve,solve,1,1018
3124,seat,seat,1,1112
3125,ocean,ocean,1,1043
3126,dors,hiswife,0,1133
3127,mess,mess,1,1111
3128,home,home,1,1052
3129,david,her,0,1065
3130,downstairs,downstairs,1,1066
3131,both,both,1,928
3132,david,i'll,0,843
3133,mutual,true,0,949
3134,letorque,letorque,1,973
3135,rick,rick,1,1018
3136,lemon,response,0,1003
3137,dismissed,dismissed,1,946
3138,temp,temp,1,1050
3139,prayed,prayed,1,910
3140,fire,fire,1,1012
3141,will,will,1,924
3142,elliot,elliot,1,1105
3143,atlas,atlas,1,1023
3144,couple,couple,1,1125
3145,cart,cart,1,1000
3146,zach,zach,1,983
3147,scene,scene,1,1171
3148,present,present,1,1065
3149,savannah,savannah,1,918
3150,mike,mike,1,899
3151,gloo,gloo,1,1111
3152,stephanie,stephanie,1,997
3153,shelf,shelf,1,941
3154,different,easy,0,1123
3155,spill,need,0,983
3156,irina,irina,1,1156
3157,books,books,1,887
3158,lame,lame,1,905
3159,launcher,launcher,1,923
3160,zach,zach,1,915
3161,transplant,transplant,1,1087
3162,wood,wood,1,873
3163,sara,eachother,0,947
3164,stan,courtlen,0,1012
3165,finger,finger,1,922
3166,years,centuries,0,1020
3167,lawyer,lawyer,1,996
3168,hot,stunning,0,905
3169,martin,martin,1,1109
3170,christophe,lynette,0,1111
3171,jo,jo,1,1093
3172,kid,kid,1,893
3173,ana,kim,0,916
3174,wind,storm,0,1101
3175,rachel,madison,0,919
3176,hamnet,hamnet,1,1045
3177,requested,john,0,1031
3178,manda,manda,1,919
3179,truck,theman,0,911
3180,classes,classes,1,927
3181,scribe,scribe,1,980
3182,critter,critter,1,1111
3183,pieter,iveta,0,1035
3184,first,allowed,0,936
3185,loaded,loaded,1,925
3186,mum,mum,1,1100
3187,lifeboat,lifeboat,1,1007
3188,promise,promise,1,933
3189,stacie,stacie,1,915
3190,price,price,1,1069
3191,redhead,redhead,1,1027
3192,velvet,velvet,1,1005
3193,goldie,goldie,1,1026
3194,prosecute,prosecute,1,1041
3195,ares,ares,1,974
3196,passport,few,0,1043
3197,topher,topher,1,1013
3198,mark,mark,1,918
3199,orson,orson,1,966
3200,desmond,cynthia,0,1037
3201,bob,eachother,0,1164
3202,rhys,rhys,1,1021
3203,kiss,kiss,1,1010
3204,scroll,scroll,1,978
3205,katherine,damon,0,989
3206,pouch,pouch,1,971
3207,pick,pick,1,994
3208,succeed,ask,0,1146
3209,frame,picture,0,966
3210,teacher,teacher,1,1105
3211,system,system,1,1090
3212,gregori,gregori,1,985
3213,married,married,1,848
3214,frank,her,0,1056
3215,genie,genie,1,886
3216,confession,confession,1,1000
3217,buddha,buddha,1,1101
3218,rachel,rachel,1,899
3219,bonnie,mydaughter,0,1044
3220,bridget,bridget,1,1220
3221,john,didn't,0,987
3222,forgiven,forgiven,1,879
3223,charlie,ben,0,1037
3224,drew,him,0,1187
3225,letorque,letorque,1,1050
3226,barry,barry,1,1005
3227,antonio,antonio,1,1109
3228,watermelon,melon,0,1155
3229,costume,watermelon,0,948
3230,jacob,jacob,1,991
3231,micki,micki,1,1269
3232,mailbox,mailbox,1,951
3233,amos,amos,1,977
3234,bubba,bubba,1,962
3235,dying,dying,1,1002
3236,hamnet,hamnet,1,1047
3237,phone,therapist,0,934
3238,archie,archie,1,881
3239,harley,harley,1,985
3240,mercy,mercy,1,1108
3241,teri,teri,1,1022
3242,books,books,1,965
3243,logan,logan,1,913
3244,marissa,jason,0,977
3245,bike,light,0,966
3246,theater,theater,1,1014
3247,lenient,understanding,0,972
3248,lystus,lystus,1,895
3249,wanda,wanda,1,930
3250,gallery,house,0,1372
3251,sir,sir,1,1085
3252,pit,pit,1,1134
3253,theft,theft,1,969
3254,deidre,deidre,1,887
3255,charlie,charlie,1,1010
3256,nerissa,gregor,0,982
3257,kids,students,0,1007
3258,joshua,joshua,1,983
3259,rocky,rocky,1,920
3260,busy,okay,0,892
3261,cabin,cabin,1,932
3262,salem,salem,1,1004
3263,noticed,noticed,1,965
3264,meaning,purpose,0,1004
3265,handle,handle,1,986
3266,lucas,lucas,1,885
3267,loveseat,sofa,0,968
3268,dragons,dragons,1,979
3269,antidote,antidote,1,991
3270,sarah,but,0,991
3271,rosa,her,0,987
3272,phidias,phidias,1,976
3273,isabella,isabella,1,1102
3274,words,there,0,1009
3275,zero,zero,1,970
3276,caleb,caleb,1,1037
3277,danger,danger,1,952
3278,pill,drink,0,908
3279,thin,thin,1,910
3280,connor,connor,1,920
3281,no,no,1,895
3282,burnett,hergrandfather,0,1067
3283,following,following,1,991
3284,hallucinating,hallucinating,1,1018
3285,dad,so,0,874
3286,inevitable,possible,0,954
3287,leon,leon,1,1012
3288,spencer,spencer,1,1045
3289,chet,chet,1,938
3290,lane,road,0,1055
3291,waved,waved,1,970
3292,stream,water,0,955
3293,telepathically,telepathically,1,1076
3294,ribbon,ribbon,1,998
3295,lorenzo,lorenzo,1,912
3296,ryan,awoman,0,1041
3297,gambler,bigwinner,0,1100
3298,weather,danger,0,1108
3299,doyle,doyle,1,992
3300,anna,anna,1,1017
3301,chris,him,0,1012
3302,paper,page,0,1039
3303,can,can,1,972
3304,truck,truck,1,1004
3305,parker,please,0,1037
3306,stalker,stalker,1,884
3307,net,net,1,957
3308,donnica,donnica,1,906
3309,hypothetical,hypothetical,1,944
3310,safe,out,0,1123
3311,race,race,1,1018
3312,nell,nell,1,960
3313,chairs,chairs,1,930
3314,water,difficult,0,864
3315,ship,ship,1,897
3316,keira,keira,1,949
3317,home,home,1,961
3318,michelle,indal,0,922
3319,noble,nobleman,0,988
3320,solo,him,0,1106
3321,menu,menu,1,1061
3322,email,information,0,943
3323,mum,mum,1,1018
3324,victoria,victoria,1,1055
3325,prom,prom,1,937
3326,pages,pages,1,952
3327,earthquake,earthquake,1,946
3328,fate,disappearance,0,1086
3329,huh,did,0,983
3330,sharma,sharma,1,973
3331,moira,moira,1,926
3332,infirmary,infirmary,1,1067
3333,wasp,wasp,1,1111
3334,thomas,thomas,1,1017
3335,infertile,gettingdivorced,0,1164
3336,ana,ana,1,948
3337,modest,modest,1,1021
3338,dimity,dimity,1,1162
3339,controller,controller,1,947
3340,amanda,amanda,1,1024
3341,hickey,hickey,1,896
3342,serve,serve,1,1067
3343,gavin,gavin,1,1003
3344,hardy,thestars,0,1035
3345,hamptons,hamptons,1,925
3346,kat,kat,1,1205
3347,kiss,kiss,1,1049
3348,ivy,ivy,1,977
3349,olives,olives,1,927
3350,vikus,doctor,0,955
3351,atlas,atlas,1,976
3352,jenna,jenna,1,945
3353,tactics,tactics,1,958
3354,ed,ed,1,1062
3355,calvin,calvin,1,1088
3356,ruth,ruth,1,868
3357,kelp,kelp,1,1073
3358,bed,bed,1,1036
3359,sword,sword,1,997
3360,pater,pater,1,1101
3361,frankie,frankie,1,900
3362,modesty,modesty,1,1020
3363,thanksgiving,thanksgiving,1,968
3364,letters,letters,1,901
3365,go,go,1,1128
3366,karen,rebecca,0,987
3367,movement,movement,1,1127
3368,riders,riders,1,1028
3369,winnie,love,0,1020
3370,ivan,ana,0,957
3371,workshop,workshop,1,982
3372,pet,pet,1,1102
3373,ava,ava,1,931
3374,darkling,darkling,1,881
3375,cake,cake,1,1054
3376,sam,sam,1,985
3377,jacob,cake,0,1143
3378,leah,leah,1,1037
3379,sarah,sarah,1,1023
3380,brian,he's,0,923
3381,dime,dime,1,983
3382,damon,damon,1,883
3383,forgetful,forgetful,1,984
3384,ball,ball,1,992
3385,altar,altar,1,1082
3386,georgianna,notabattle,0,1033
3387,witches,witches,1,933
3388,customs,myself,0,1013
3389,monkeys,monkeys,1,989
3390,nate,nate,1,972
3391,stars,stars,1,966
3392,agatha,agatha,1,984
3393,afterwards,after,0,920
3394,richie,them,0,1155
3395,basha,basha,1,1031
3396,justice,justice,1,921
3397,phaedra,phaedra,1,900
3398,preacher,reverend,0,1115
3399,contract,services,0,1028
3400,freed,freed,1,1093
3401,disks,disks,1,889
3402,spain,spain,1,975
3403,campus,dormitory,0,1070
3404,bryn,bryn,1,1057
3405,guest,guest,1,998
3406,wish,secret,0,895
3407,starr,starr,1,1400
3408,gregor,gregor,1,961
3409,gypsy,gypsy,1,1038
3410,lungs,lungs,1,985
3411,leanne,leanne,1,1060
3412,carda,carda,1,916
3413,zombie,zombie,1,978
3414,emergency,emergency,1,1078
3415,undercover,undercover,1,906
3416,banshee,banshee,1,989
3417,mug,rim,0,1038
3418,trudy,trudy,1,1003
3419,johns,detjohn,0,1059
3420,shari,rebecca,0,947
3421,king,king,1,935
3422,mold,bruises,0,1120
3423,jack,jack,1,947
3424,mercedes,mercedes,1,1014
3425,cook,cook,1,1195
3426,spare,spare,1,920
3427,dan,dan,1,1066
3428,spike,spike,1,960
3429,edited,faked,0,1067
3430,wish,wish,1,967
3431,crushing,crushing,1,995
3432,dragon,dragon,1,1032
3433,emma,emma,1,1020
3434,smell,smell,1,1090
3435,drives,drives,1,1128
3436,schizophrenic,worried,0,863
3437,latter,best,0,1014
3438,rested,rested,1,936
3439,doc,doc,1,904
3440,van,van,1,935
3441,gloo,gloo,1,1008
3442,tracks,tracks,1,997
3443,ella,ella,1,1277
3444,joel,joel,1,987
3445,tir,tir,1,968
3446,dagdron,dagdron,1,1040
3447,halfway,halfway,1,943
3448,council,council,1,913
3449,roth,roth,1,1063
3450,karyn,now,0,1200
3451,nell,nell,1,920
3452,professor,professor,1,1065
3453,mistress,mistress,1,930
3454,number,number,1,1026
3455,ares,ares,1,868
3456,hostess,hostess,1,1158
3457,chess,chess,1,936
3458,amanda,amanda,1,935
3459,adrian,adrian,1,995
3460,margarita,margarita,1,1105
3461,dusty,musty,0,1003
3462,luca,luca,1,1092
3463,ivan,ivan,1,1056
3464,addison,addison,1,1021
3465,crate,crate,1,992
3466,winch,winch,1,986
3467,flowers,flowers,1,1010
3468,teller,teller,1,962
3469,griffin,feathers,0,981
3470,diana,diana,1,1134
3471,owner,owner,1,977
3472,traitors,traitors,1,884
3473,picture,room,0,1308
3474,payments,payments,1,992
3475,willingly,willingly,1,1050
3476,harmless,undead,0,1003
3477,pizza,pizza,1,948
3478,journal,journal,1,1009
3479,card,card,1,960
3480,tree,tree,1,1074
3481,scroll,scroll,1,895
3482,farmer,farmer,1,1106
3483,date,date,1,1116
3484,band,band,1,915
3485,ship,ship,1,911
3486,zone,zone,1,1018
3487,compete,compete,1,1100
3488,steer,drive,0,1124
3489,freedom,freedom,1,949
3490,pocket,pocket,1,1013
3491,brothers,brothers,1,921
3492,cellar,cellar,1,1029
3493,exit,room,0,1027
3494,fish,fish,1,970
3495,massage,massage,1,866
3496,intimidating,intimidating,1,1038
3497,fantasy,fantasy,1,1108
3498,ananda,ananda,1,941
3499,fight,talk,0,911
3500,ayden,ayden,1,872
3501,creature,creature,1,980
3502,schedule,schedule,1,955
3503,softly,nod,0,1006
3504,merlin,gunter,0,989
3505,kelly,mark,0,1043
3506,pam,p,0,1055
3507,alexi,alexi,1,912
3508,trick,trick,1,1234
3509,sections,sections,1,975
3510,herself,either,0,1031
3511,jobs,tasks,0,940
3512,teria,gaent,0,996
3513,order,order,1,924
3514,max,clint,0,1053
3515,coat,coat,1,1181
3516,queue,queue,1,1011
3517,mollie,mollie,1,1049
3518,push,push,1,1045
3519,mask,mask,1,919
3520,ankle,ankle,1,1014
3521,intimidating,intimidating,1,888
3522,truck,truck,1,1013
3523,wax,wax,1,956
3524,burn,burn,1,902
3525,danger,threat,0,928
3526,weak,weak,1,962
3527,movie,movie,1,978
3528,paid,in,0,967
3529,fun,nakd,0,1009
3530,cake,cake,1,1007
3531,james,tracy,0,892
3532,george,george,1,909
3533,safe,safe,1,1048
3534,gabriel,flannery,0,942
3535,vasquez,vasquez,1,1009
3536,torret,gaent,0,1045
3537,ashes,grave,0,1002
3538,leif,leif,1,1003
3539,tucker,tucker,1,957
3540,maria,jordan,0,808
3541,festival,festival,1,1064
3542,temper,temper,1,850
3543,broom,broom,1,997
3544,perfect,beautiful,0,1119
3545,icon,icon,1,958
3546,train,train,1,1073
3547,head,you,0,874
3548,ronan,hero,0,1079
3549,freak,freak,1,849
3550,andra,nika,0,884
3551,belle,belle,1,1039
3552,archbishop,archbishop,1,1058
3553,calvin,calvin,1,925
3554,dieter,dieter,1,971
3555,lexi,lexi,1,994
3556,jackie,jackie,1,1065
3557,chase,jason,0,957
3558,lucas,lucas,1,977
3559,hair,hair,1,1244
3560,lady,lady,1,936
3561,cube,cube,1,1043
3562,charlie,joe,0,1076
3563,lot,college,0,934
3564,arguing,fighting,0,972
3565,lied,lied,1,936
3566,disappointment,disappointment,1,1037
3567,underwear,underwear,1,885
3568,tyrese,tyrese,1,912
3569,familiar,familiar,1,945
3570,habitat,habitat,1,895
3571,rex,jhahn,0,906
3572,image,image,1,954
3573,bane,bane,1,978
3574,ball,ball,1,1201
3575,charlotte,great-aunt,0,1174
3576,colin,colin,1,980
3577,lights,lights,1,885
3578,cemetery,cemetery,1,970
3579,clearance,clearance,1,1084
3580,nutcase,nutcase,1,927
3581,dream,see,0,995
3582,earl,earl,1,948
3583,tower,spires,0,945
3584,museum,portlandchildren,0,978
3585,crazy,absurd,0,949
3586,mykolas,velvet,0,963
3587,classrooms,classrooms,1,979
3588,swan,swan,1,876
3589,show,show,1,887
3590,radiation,radiation,1,1133
3591,sad,sad,1,983
3592,keryn,sir,0,880
3593,jared,simi,0,940
3594,beautiful,beautiful,1,1044
3595,smoke,smoke,1,1102
3596,snow,snow,1,1148
3597,katrina,katrina,1,1032
3598,olivia,olivia,1,1024
3599,vampire,vampire,1,935
3600,errands,errands,1,949
3601,candy,candy,1,941
3602,embarrassing,embarrassing,1,1040
3603,blew,blew,1,933
3604,star,star,1,1109
3605,nickname,nickname,1,969
3606,pod,pod,1,954
3607,duvet,duvet,1,1063
3608,nicole,nicole,1,936
3609,explosives,explosives,1,1111
3610,hugo,hugo,1,907
3611,sacha,sacha,1,970
3612,laptop,laptop,1,1004
3613,boat,boat,1,1046
3614,sibyl,sibyl,1,1062
3615,bunker,bunker,1,1119
3616,manacle,manacle,1,956
3617,grave,grave,1,1000
3618,corral,corral,1,1078
3619,matt,matt,1,864
3620,real,fading,0,1055
3621,syrup,syrup,1,974
3622,speaker,speaker,1,962
3623,able,capable,0,1015
3624,watch,locket,0,1034
3625,diana,diana,1,1101
3626,chloe,alexie,0,1037
3627,isabelle,isabelle,1,1114
3628,riq,riq,1,956
3629,ares,ares,1,1139
3630,cherise,her,0,1011
3631,gisbo,gisbo,1,875
3632,atlantis,war,0,962
3633,trent,us,0,1141
3634,mike,mike,1,984
3635,allison,allison,1,1003
3636,miles,miles,1,954
3637,fate,fate,1,988
3638,belt,conveyor,0,1008
3639,license,driver'slicense,0,1037
3640,town,town,1,941
3641,paul,paul,1,845
3642,quit,quit,1,951
3643,switch,switch,1,1000
3644,anne,anne,1,1138
3645,kay,kay,1,978
3646,bex,right,0,943
3647,soro,soro,1,1001
3648,jett,jett,1,836
3649,sydney,sydney,1,942
3650,josh,josh,1,1025
3651,menu,menu,1,1066
3652,fell,fell,1,867
3653,manda,her,0,1086
3654,bellhop,bellhop,1,978
3655,jar,jar,1,1088
3656,crash,crash,1,934
3657,visor,visor,1,935
3658,morg,day,0,929
3659,meghan,meghan,1,1092
3660,inside,inside,1,958
3661,daisy,anne,0,963
3662,win,win,1,851
3663,baton,baton,1,1018
3664,mat,yoga,0,918
3665,jake,jake,1,1004
3666,win,win,1,852
3667,crowd,crowd,1,914
3668,soul,soul,1,940
3669,cassandra,cassandra,1,1147
3670,clean,clean,1,1083
3671,satchel,satchel,1,923
3672,bria,bria,1,946
3673,tokyo,tokyo,1,1028
3674,becky,becky,1,1083
3675,albany,albany,1,984
3676,holiday,jill,0,943
3677,unusual,spaceship,0,976
3678,beam,beam,1,1194
3679,melissa,melissa,1,918
3680,drive,call,0,886
3681,fez,fez,1,936
3682,habit,habit,1,1078
3683,madeline,madeline,1,1011
3684,noah,noah,1,903
3685,anger,bar,0,1232
3686,bracelet,bracelet,1,917
3687,bond,bond,1,1057
3688,barrels,subject,0,1059
3689,shake,pump,0,1113
3690,wow,it,0,1066
3691,broom,broom,1,993
3692,kizira,kizira,1,1290
3693,brian,brian,1,985
3694,mum,mum,1,1047
3695,jones,jones,1,1045
3696,miles,miles,1,962
3697,maine,maine,1,973
3698,wet,wet,1,903
3699,gardener,gardener,1,1087
3700,paul,paul,1,974
3701,rachel,rachel,1,859
3702,siferra,siferra,1,997
3703,proposal,proposal,1,890
3704,daddy,daddy,1,993
3705,auditorium,auditorium,1,989
3706,ripred,ripred,1,995
3707,lucien,lucien,1,1082
3708,poet,poet,1,1198
3709,guardhouse,guardhouse,1,897
3710,nicole,helen,0,893
3711,movie,movie,1,1000
3712,boarders,residents,0,988
3713,concussion,concussion,1,904
3714,experiences,manuscript,0,1094
3715,jas,jas,1,1038
3716,petrov,petrov,1,1040
3717,jessica,roy,0,1014
3718,macklin,gladys,0,1101
3719,gaudreaux,gaudrea,0,953
3720,weighs,weighs,1,903
3721,marten,marten,1,940
3722,lana,lana,1,1027
3723,garrick,garrick,1,873
3724,katrina,allison,0,926
3725,gerald,gerald,1,1075
3726,outnumbered,outnumbered,1,1122
3727,lizzie,lizzie,1,1035
3728,parchment,parchment,1,1134
3729,hunter,hunter,1,909
3730,savage,king,0,950
3731,tess,zack,0,1220
3732,rachel,rachel,1,954
3733,elder,elder,1,947
3734,short,short,1,1007
3735,young,young,1,1000
3736,andy,alden,0,1064
3737,carlos,carlos,1,941
3738,truck,trucks,0,1045
3739,horn,horn,1,967
3740,brant,brant,1,1132
3741,rae,pencil,0,1065
3742,die,are,0,939
3743,gift,gift,1,1057
3744,ramp,ramp,1,1064
3745,neighbors,neighbors,1,1022
3746,pack,pack,1,1052
3747,race,race,1,1014
3748,dinosaurs,dinosaurs,1,1169
3749,cameron,cameron,1,1122
3750,discovered,discovered,1,1009
3751,elias,elias,1,982
3752,rock,boulder,0,1109
3753,ladder,ladder,1,1190
3754,bail,it,0,1073
3755,blank,blank,1,964
3756,divorce,divorce,1,963
3757,body,body,1,1207
3758,bodyguard,bodyguard,1,988
3759,connor,connor,1,943
3760,giles,dragon,0,1008
3761,magic,magic,1,944
3762,word,dish,0,925
3763,apartment,apartment,1,997
3764,renna,renna,1,886
3765,minors,minors,1,1035
3766,jala,myfamily,0,1048
3767,katrina,katrina,1,1168
3768,opening,opening,1,1078
3769,isabella,dougal,0,976
3770,flavius,flavius,1,1028
3771,visitors,dennis,0,1009
3772,fey,d,0,1012
3773,liz,liz,1,940
3774,bucket,bucket,1,1085
3775,bundle,bundle,1,1011
3776,artifacts,artifacts,1,981
3777,wings,wings,1,937
3778,leader,leader,1,1174
3779,nicholas,jo,0,1037
3780,lakes,lakes,1,1103
3781,rooms,tables,0,989
3782,campaign,senator,0,964
3783,anything,anything,1,979
3784,mars,mars,1,952
3785,castle,castle,1,969
3786,wagon,wagon,1,1194
3787,embrace,hug,0,974
3788,marco,marco,1,1018
3789,mom,mom,1,868
3790,honeymoon,honeymoon,1,1109
3791,walwain,walwain,1,1053
3792,lesley,lesley,1,867
3793,graveyard,graveyard,1,961
3794,nigel,edward,0,943
3795,marla,marla,1,929
3796,clark,clark,1,1006
3797,calvin,others,0,1111
3798,cart,shovel,0,1084
3799,renegade,renegade,1,1016
3800,chair,sand,0,1017
3801,musical,musical,1,1165
3802,gabe,gabe,1,1036
3803,menu,menu,1,905
3804,overhear,hear,0,967
3805,money,money,1,947
3806,katie,katie,1,1088
3807,photos,pictures,0,941
3808,phillip,phillip,1,1241
3809,hug,hug,1,1062
3810,ananda,ananda,1,896
3811,x,x,1,907
3812,boat,boat,1,923
3813,bag,bag,1,886
3814,logan,logan,1,929
3815,lost,lost,1,1001
3816,derek,derek,1,953
3817,tent,tent,1,1199
3818,fun,fun,1,970
3819,pan,pan,1,908
3820,prisoners,prisoners,1,1051
3821,driving,driving,1,878
3822,rescue,rescue,1,975
3823,erased,erased,1,944
3824,comic,comic,1,1133
3825,useless,weak,0,1053
3826,hole,hole,1,1008
3827,ditch,ditch,1,992
3828,ghost,ghost,1,1022
3829,leader,leader,1,1119
3830,covenant,covenant,1,1093
3831,crumbling,cliff,0,1007
3832,platter,platters,0,1076
3833,camera,camera,1,1066
3834,profession,profession,1,1187
3835,doorstep,premises,0,1003
3836,arthur,arthur,1,1000
3837,birds,birds,1,1096
3838,belsnor,him,0,1062
3839,unwise,unwise,1,1021
3840,shaking,shaking,1,1006
3841,sally,sally,1,1030
3842,chase,darkstaar,0,1081
3843,cello,cello,1,1031
3844,dylan,dylan,1,963
3845,guardians,guardians,1,972
3846,serena,serena,1,1124
3847,carnac,carnac,1,950
3848,wedding,wedding,1,1005
3849,constance,constance,1,989
3850,tests,experiments,0,882
3851,sophie,dear,0,907
3852,pew,pew,1,1038
3853,bow,bow,1,1053
3854,lucky,lucky,1,959
3855,touching,holding,0,998
3856,bus,bus,1,1153
3857,bean,pins,0,868
3858,johnson,johnson,1,977
3859,planes,planes,1,1065
3860,sara,what,0,1063
3861,stings,memories,0,1138
3862,holly,holly,1,1046
3863,contorted,t,0,925
3864,ruth,either,0,870
3865,beth,beth,1,1005
3866,pizza,pizza,1,1143
3867,ben,apparently,0,1043
3868,sketch,sketch,1,913
3869,slide,slide,1,1114
3870,alan,gill,0,927
3871,amanda,amanda,1,1010
3872,cole,cole,1,1086
3873,cute,cute,1,896
3874,field,cornfield,0,941
3875,okay,okay,1,890
3876,leader,leader,1,912
3877,julio,julio,1,956
3878,face,face,1,949
3879,kiss,moment,0,914
3880,makeup,makeup,1,874
3881,map,map,1,890
3882,grandmother,grandmother,1,1130
3883,tribe,tribemates,0,1089
3884,logan,logan,1,909
3885,sarah,idon't,0,917
3886,riders,riders,1,978
3887,caring,resisting,0,981
3888,guitar,closet,0,938
3889,coat,coat,1,977
3890,chores,chores,1,906
3891,compartments,compartments,1,1208
3892,tube,tube,1,964
3893,sick,sick,1,1078
3894,flat,h,0,1146
3895,charlotte,charlotte,1,923
3896,samantha,he,0,872
3897,allison,katrina,0,966
3898,bryn,bryn,1,986
3899,maggie,maggie,1,916
3900,vault,vault,1,1091
3901,ewan,ewan,1,1052
3902,jealous,jealous,1,1027
3903,halle,halle,1,940
3904,elena,elena,1,1078
3905,carriage,carriage,1,1099
3906,autism,downsyndrome,0,1101
3907,kangaroo,kangaroo,1,969
3908,finley,she,0,1051
3909,chair,wreckage,0,1069
3910,kelly,kelly,1,968
3911,oasis,oasis,1,940
3912,chrissy,chrissy,1,954
3913,itself,itself,1,1143
3914,camera,camera,1,1456
3915,tube,tube,1,954
3916,ireland,ireland,1,873
3917,carl,sebastian,0,1007
3918,sam,average,0,978
3919,doll,doll,1,965
3920,vo,ana,0,996
3921,elise,elise,1,1244
3922,eloisa,eloisa,1,967
3923,forgot,did,0,1001
3924,fling,mistake,0,911
3925,commodity,commodity,1,1184
3926,tour,tour,1,966
3927,never,crazy,0,1022
3928,chaperones,chaperones,1,1054
3929,prentiss,prentiss,1,901
3930,bush,bush,1,1041
3931,millions,millions,1,892
3932,mushroom,mushroom,1,1072
3933,conceived,born,0,1076
3934,drawer,drawer,1,936
3935,loft,loft,1,1059
3936,surprise,surprise,1,1079
3937,tony,ezekiel,0,1037
3938,raych,raych,1,973
3939,newspaper,blanket,0,1088
3940,novel,novel,1,991
3941,tribes,tribes,1,990
3942,wall,wall,1,909
3943,helen,helen,1,1047
3944,ed,me,0,1046
3945,phone,phone,1,1006
3946,dex,dex,1,987
3947,moms,moms,1,1137
3948,booth,booth,1,1031
3949,yours,them,0,979
3950,bottles,liquors,0,1042
3951,bagel,bagel,1,885
3952,macon,but,0,915
3953,look,look,1,1001
3954,leon,what,0,984
